rikishi1,odds1,rikishi2,odds2,ts
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-11 23:40:02
Ura,1.76,Onosho,2.06,2017-07-11 23:40:02
Yoshikaze,1.97,Kakuryu,1.83333333333333,2017-07-11 23:40:02
Arawashi,1.77,Takekaze,2.05,2017-07-11 23:45:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-11 23:45:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-11 23:45:03
Hakuho,1.08,Takakeisho,7.9,2017-07-11 23:45:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-11 23:45:03
Ikioi,2.76,Goeido,1.45,2017-07-11 23:45:03
Kisenosato,1.65,Shodai,2.25,2017-07-11 23:45:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-11 23:45:03
Okinoumi,3,Daieisho,1.39,2017-07-11 23:45:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-11 23:45:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-11 23:45:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-11 23:45:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-11 23:45:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-11 23:45:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-11 23:45:03
Tochiozan,1.55,Endo,2.45,2017-07-11 23:45:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-11 23:45:03
Ura,1.76,Onosho,2.06,2017-07-11 23:45:03
Yoshikaze,1.97,Kakuryu,1.83333333333333,2017-07-11 23:45:03
Arawashi,1.77,Takekaze,2.05,2017-07-11 23:50:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-11 23:50:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-11 23:50:02
Hakuho,1.08,Takakeisho,7.9,2017-07-11 23:50:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-11 23:50:02
Ikioi,2.76,Goeido,1.45,2017-07-11 23:50:02
Kisenosato,1.65,Shodai,2.25,2017-07-11 23:50:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-11 23:50:02
Okinoumi,3,Daieisho,1.39,2017-07-11 23:50:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-11 23:50:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-11 23:50:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-11 23:50:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-11 23:50:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-11 23:50:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-11 23:50:02
Tochiozan,1.55,Endo,2.45,2017-07-11 23:50:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-11 23:50:02
Ura,1.76,Onosho,2.06,2017-07-11 23:50:02
Yoshikaze,1.97,Kakuryu,1.83333333333333,2017-07-11 23:50:02
Arawashi,1.77,Takekaze,2.05,2017-07-11 23:55:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-11 23:55:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-11 23:55:03
Hakuho,1.08,Takakeisho,7.9,2017-07-11 23:55:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-11 23:55:03
Ikioi,2.76,Goeido,1.45,2017-07-11 23:55:03
Kisenosato,1.65,Shodai,2.25,2017-07-11 23:55:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-11 23:55:03
Okinoumi,3,Daieisho,1.39,2017-07-11 23:55:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-11 23:55:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-11 23:55:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-11 23:55:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-11 23:55:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-11 23:55:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-11 23:55:03
Tochiozan,1.55,Endo,2.45,2017-07-11 23:55:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-11 23:55:03
Ura,1.76,Onosho,2.06,2017-07-11 23:55:03
Yoshikaze,1.97,Kakuryu,1.83333333333333,2017-07-11 23:55:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:00:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:00:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:00:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:00:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:00:02
Ikioi,2.76,Goeido,1.45,2017-07-12 00:00:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:00:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:00:02
Okinoumi,3,Daieisho,1.39,2017-07-12 00:00:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:00:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:00:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:00:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:00:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:00:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:00:02
Tochiozan,1.55,Endo,2.45,2017-07-12 00:00:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:00:02
Ura,1.76,Onosho,2.06,2017-07-12 00:00:02
Yoshikaze,1.97,Kakuryu,1.83333333333333,2017-07-12 00:00:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:05:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:05:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:05:03
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:05:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:05:03
Ikioi,2.76,Goeido,1.45,2017-07-12 00:05:03
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:05:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:05:03
Okinoumi,3,Daieisho,1.39,2017-07-12 00:05:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:05:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:05:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:05:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:05:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:05:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:05:03
Tochiozan,1.55,Endo,2.45,2017-07-12 00:05:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:05:03
Ura,1.76,Onosho,2.06,2017-07-12 00:05:03
Yoshikaze,1.97,Kakuryu,1.83333333333333,2017-07-12 00:05:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:10:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:10:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:10:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:10:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:10:02
Ikioi,2.76,Goeido,1.45,2017-07-12 00:10:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:10:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:10:02
Okinoumi,3,Daieisho,1.39,2017-07-12 00:10:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:10:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:10:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:10:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:10:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:10:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:10:02
Tochiozan,1.55,Endo,2.45,2017-07-12 00:10:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:10:02
Ura,1.76,Onosho,2.06,2017-07-12 00:10:02
Yoshikaze,1.97,Kakuryu,1.83333333333333,2017-07-12 00:10:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:15:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:15:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:15:03
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:15:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:15:03
Ikioi,2.76,Goeido,1.45,2017-07-12 00:15:03
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:15:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:15:03
Okinoumi,3,Daieisho,1.39,2017-07-12 00:15:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:15:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:15:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:15:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:15:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:15:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:15:03
Tochiozan,1.55,Endo,2.45,2017-07-12 00:15:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:15:03
Ura,1.76,Onosho,2.06,2017-07-12 00:15:03
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:15:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:20:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:20:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:20:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:20:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:20:02
Ikioi,2.76,Goeido,1.45,2017-07-12 00:20:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:20:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:20:02
Okinoumi,3,Daieisho,1.39,2017-07-12 00:20:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:20:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:20:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:20:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:20:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:20:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:20:02
Tochiozan,1.55,Endo,2.45,2017-07-12 00:20:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:20:02
Ura,1.76,Onosho,2.06,2017-07-12 00:20:02
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:20:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:25:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:25:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:25:03
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:25:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:25:03
Ikioi,2.76,Goeido,1.45,2017-07-12 00:25:03
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:25:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:25:03
Okinoumi,3,Daieisho,1.39,2017-07-12 00:25:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:25:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:25:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:25:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:25:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:25:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:25:03
Tochiozan,1.55,Endo,2.45,2017-07-12 00:25:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:25:03
Ura,1.76,Onosho,2.06,2017-07-12 00:25:03
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:25:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:30:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:30:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:30:03
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:30:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:30:03
Ikioi,2.76,Goeido,1.45,2017-07-12 00:30:03
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:30:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:30:03
Okinoumi,3,Daieisho,1.39,2017-07-12 00:30:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:30:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:30:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:30:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:30:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:30:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:30:03
Tochiozan,1.55,Endo,2.45,2017-07-12 00:30:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:30:03
Ura,1.76,Onosho,2.06,2017-07-12 00:30:03
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:30:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:35:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:35:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:35:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:35:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:35:02
Ikioi,2.76,Goeido,1.45,2017-07-12 00:35:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:35:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:35:02
Okinoumi,3,Daieisho,1.39,2017-07-12 00:35:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:35:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:35:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:35:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:35:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:35:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:35:02
Tochiozan,1.55,Endo,2.45,2017-07-12 00:35:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:35:02
Ura,1.76,Onosho,2.06,2017-07-12 00:35:02
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:35:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:40:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:40:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:40:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:40:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:40:02
Ikioi,2.76,Goeido,1.45,2017-07-12 00:40:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:40:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:40:02
Okinoumi,3,Daieisho,1.39,2017-07-12 00:40:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:40:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:40:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:40:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:40:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:40:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:40:02
Tochiozan,1.55,Endo,2.45,2017-07-12 00:40:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:40:02
Ura,1.76,Onosho,2.06,2017-07-12 00:40:02
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:40:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:45:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:45:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:45:03
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:45:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:45:03
Ikioi,2.76,Goeido,1.45,2017-07-12 00:45:03
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:45:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:45:03
Okinoumi,3,Daieisho,1.39,2017-07-12 00:45:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:45:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:45:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:45:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:45:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:45:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:45:03
Tochiozan,1.55,Endo,2.45,2017-07-12 00:45:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:45:03
Ura,1.76,Onosho,2.06,2017-07-12 00:45:03
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:45:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:50:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:50:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:50:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:50:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:50:02
Ikioi,2.76,Goeido,1.45,2017-07-12 00:50:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:50:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:50:02
Okinoumi,3,Daieisho,1.39,2017-07-12 00:50:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:50:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:50:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:50:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:50:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:50:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:50:02
Tochiozan,1.55,Endo,2.45,2017-07-12 00:50:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:50:02
Ura,1.76,Onosho,2.06,2017-07-12 00:50:02
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:50:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 00:55:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 00:55:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 00:55:03
Hakuho,1.08,Takakeisho,7.9,2017-07-12 00:55:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 00:55:03
Ikioi,2.76,Goeido,1.45,2017-07-12 00:55:03
Kisenosato,1.65,Shodai,2.25,2017-07-12 00:55:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 00:55:03
Okinoumi,3,Daieisho,1.39,2017-07-12 00:55:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 00:55:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 00:55:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 00:55:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 00:55:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 00:55:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 00:55:03
Tochiozan,1.55,Endo,2.45,2017-07-12 00:55:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 00:55:03
Ura,1.76,Onosho,2.06,2017-07-12 00:55:03
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 00:55:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 01:00:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 01:00:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 01:00:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 01:00:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 01:00:02
Ikioi,2.76,Goeido,1.45,2017-07-12 01:00:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 01:00:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 01:00:02
Okinoumi,3,Daieisho,1.39,2017-07-12 01:00:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 01:00:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 01:00:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 01:00:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 01:00:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 01:00:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 01:00:02
Tochiozan,1.55,Endo,2.45,2017-07-12 01:00:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 01:00:02
Ura,1.76,Onosho,2.06,2017-07-12 01:00:02
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 01:00:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 01:05:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 01:05:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 01:05:03
Hakuho,1.08,Takakeisho,7.9,2017-07-12 01:05:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 01:05:03
Ikioi,2.76,Goeido,1.45,2017-07-12 01:05:03
Kisenosato,1.65,Shodai,2.25,2017-07-12 01:05:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 01:05:03
Okinoumi,3,Daieisho,1.39,2017-07-12 01:05:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 01:05:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 01:05:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 01:05:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 01:05:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 01:05:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 01:05:03
Tochiozan,1.55,Endo,2.45,2017-07-12 01:05:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 01:05:03
Ura,1.76,Onosho,2.06,2017-07-12 01:05:03
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 01:05:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 01:10:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 01:10:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 01:10:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 01:10:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 01:10:02
Ikioi,2.76,Goeido,1.45,2017-07-12 01:10:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 01:10:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 01:10:02
Okinoumi,3,Daieisho,1.39,2017-07-12 01:10:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 01:10:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 01:10:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 01:10:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 01:10:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 01:10:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 01:10:02
Tochiozan,1.55,Endo,2.45,2017-07-12 01:10:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 01:10:02
Ura,1.76,Onosho,2.06,2017-07-12 01:10:02
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 01:10:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 01:15:03
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 01:15:03
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 01:15:03
Hakuho,1.08,Takakeisho,7.9,2017-07-12 01:15:03
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 01:15:03
Ikioi,2.76,Goeido,1.45,2017-07-12 01:15:03
Kisenosato,1.65,Shodai,2.25,2017-07-12 01:15:03
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 01:15:03
Okinoumi,3,Daieisho,1.39,2017-07-12 01:15:03
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 01:15:03
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 01:15:03
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 01:15:03
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 01:15:03
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 01:15:03
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 01:15:03
Tochiozan,1.55,Endo,2.45,2017-07-12 01:15:03
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 01:15:03
Ura,1.76,Onosho,2.06,2017-07-12 01:15:03
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 01:15:03
Arawashi,1.77,Takekaze,2.05,2017-07-12 01:20:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 01:20:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 01:20:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 01:20:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 01:20:02
Ikioi,2.76,Goeido,1.45,2017-07-12 01:20:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 01:20:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 01:20:02
Okinoumi,3,Daieisho,1.39,2017-07-12 01:20:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 01:20:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 01:20:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 01:20:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 01:20:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 01:20:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 01:20:02
Tochiozan,1.55,Endo,2.45,2017-07-12 01:20:02
Tokushoryu,2.65,Chiyonokuni,1.48,2017-07-12 01:20:02
Ura,1.76,Onosho,2.06,2017-07-12 01:20:02
Yoshikaze,2.02,Kakuryu,1.79,2017-07-12 01:20:02
Arawashi,1.77,Takekaze,2.05,2017-07-12 01:25:02
Chiyoshoma,1.68,Takanoiwa,2.19,2017-07-12 01:25:02
Chiyotairyu,1.9,Ishiura,1.9,2017-07-12 01:25:02
Hakuho,1.08,Takakeisho,7.9,2017-07-12 01:25:02
Ichinojo,1.65,Kagayaki,2.24,2017-07-12 01:25:02
Ikioi,2.76,Goeido,1.45,2017-07-12 01:25:02
Kisenosato,1.65,Shodai,2.25,2017-07-12 01:25:02
Nishikigi,1.75,Sokokurai,2.08,2017-07-12 01:25:02
Okinoumi,3,Daieisho,1.39,2017-07-12 01:25:02
Sadanoumi,2.34,Chiyomaru,1.6,2017-07-12 01:25:02
Takarafuji,1.9,Daishomaru,1.9,2017-07-12 01:25:02
Takayasu,1.6,Mitakeumi,2.34,2017-07-12 01:25:02
Tamawashi,1.55,Kotoshogiku,2.45,2017-07-12 01:25:02
Terunofuji,1.83333333333333,Hokutofuji,1.97,2017-07-12 01:25:02
Tochinoshin,2.96,Harumafuji,1.4,2017-07-12 01:25:02
Tochiozan,1.55,Endo,2.45,2017-07-12 01:25:02
