rikishi1,odds1,rikishi2,odds2,ts
Daieisho,2.24,Tochiozan,1.65,2017-07-15 21:25:03
Hakuho,1.18,Ura,4.85,2017-07-15 21:25:03
Hokutofuji,2.38,Goeido,1.58,2017-07-15 21:25:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 21:25:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 21:25:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 21:25:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 21:25:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 21:25:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 21:25:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 21:25:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 21:25:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 21:25:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 21:25:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 21:25:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 21:30:02
Chiyotairyu,1.8,Arawashi,2.01,2017-07-15 21:30:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 21:30:02
Hakuho,1.18,Ura,4.85,2017-07-15 21:30:02
Hokutofuji,2.38,Goeido,1.58,2017-07-15 21:30:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 21:30:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 21:30:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 21:30:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 21:30:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 21:30:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 21:30:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 21:30:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 21:30:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 21:30:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 21:30:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 21:30:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 21:35:02
Chiyotairyu,1.8,Arawashi,2.01,2017-07-15 21:35:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 21:35:02
Hakuho,1.18,Ura,4.85,2017-07-15 21:35:02
Hokutofuji,2.38,Goeido,1.58,2017-07-15 21:35:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 21:35:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 21:35:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 21:35:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 21:35:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 21:35:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 21:35:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 21:35:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 21:35:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 21:35:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 21:35:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 21:35:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 21:40:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 21:40:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 21:40:02
Hakuho,1.18,Ura,4.85,2017-07-15 21:40:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 21:40:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 21:40:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 21:40:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 21:40:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 21:40:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 21:40:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 21:40:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 21:40:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 21:40:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 21:40:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 21:40:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 21:40:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 21:45:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 21:45:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 21:45:03
Hakuho,1.18,Ura,4.85,2017-07-15 21:45:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 21:45:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 21:45:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 21:45:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 21:45:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 21:45:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 21:45:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 21:45:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 21:45:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 21:45:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 21:45:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 21:45:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 21:45:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 21:50:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 21:50:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 21:50:03
Hakuho,1.18,Ura,4.85,2017-07-15 21:50:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 21:50:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 21:50:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 21:50:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 21:50:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 21:50:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 21:50:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 21:50:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 21:50:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 21:50:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 21:50:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 21:50:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 21:50:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 21:55:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 21:55:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 21:55:02
Hakuho,1.18,Ura,4.85,2017-07-15 21:55:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 21:55:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 21:55:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 21:55:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 21:55:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 21:55:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 21:55:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 21:55:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 21:55:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 21:55:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 21:55:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 21:55:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 21:55:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:00:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:00:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:00:03
Hakuho,1.18,Ura,4.85,2017-07-15 22:00:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:00:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:00:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:00:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:00:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:00:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:00:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:00:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:00:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:00:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:00:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:00:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:00:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:05:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:05:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:05:02
Hakuho,1.18,Ura,4.85,2017-07-15 22:05:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:05:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:05:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:05:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:05:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:05:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:05:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:05:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:05:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:05:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:05:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:05:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:05:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:10:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:10:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:10:02
Hakuho,1.18,Ura,4.85,2017-07-15 22:10:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:10:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:10:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:10:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:10:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:10:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:10:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:10:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:10:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:10:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:10:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:10:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:10:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:15:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:15:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:15:03
Hakuho,1.18,Ura,4.85,2017-07-15 22:15:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:15:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:15:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:15:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:15:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:15:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:15:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:15:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:15:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:15:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:15:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:15:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:15:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:20:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:20:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:20:02
Hakuho,1.18,Ura,4.85,2017-07-15 22:20:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:20:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:20:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:20:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:20:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:20:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:20:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:20:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:20:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:20:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:20:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:20:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:20:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:25:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:25:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:25:02
Hakuho,1.18,Ura,4.85,2017-07-15 22:25:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:25:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:25:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:25:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:25:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:25:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:25:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:25:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:25:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:25:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:25:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:25:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:25:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:30:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:30:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:30:03
Hakuho,1.18,Ura,4.85,2017-07-15 22:30:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:30:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:30:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:30:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:30:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:30:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:30:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:30:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:30:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:30:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:30:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:30:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:30:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:35:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:35:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:35:02
Hakuho,1.18,Ura,4.85,2017-07-15 22:35:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:35:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:35:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:35:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:35:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:35:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:35:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:35:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:35:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:35:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:35:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:35:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:35:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:40:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:40:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:40:03
Hakuho,1.18,Ura,4.85,2017-07-15 22:40:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:40:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:40:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:40:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:40:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:40:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:40:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:40:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:40:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:40:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:40:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:40:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:40:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:45:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:45:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:45:03
Hakuho,1.18,Ura,4.85,2017-07-15 22:45:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:45:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:45:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:45:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:45:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:45:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:45:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:45:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:45:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:45:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:45:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:45:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:45:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:50:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:50:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:50:02
Hakuho,1.18,Ura,4.85,2017-07-15 22:50:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:50:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:50:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:50:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:50:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:50:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:50:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:50:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:50:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:50:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:50:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:50:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:50:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 22:55:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 22:55:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 22:55:03
Hakuho,1.18,Ura,4.85,2017-07-15 22:55:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 22:55:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 22:55:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 22:55:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 22:55:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 22:55:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 22:55:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 22:55:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 22:55:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 22:55:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 22:55:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 22:55:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 22:55:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 23:00:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 23:00:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 23:00:03
Hakuho,1.18,Ura,4.85,2017-07-15 23:00:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 23:00:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 23:00:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 23:00:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 23:00:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 23:00:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 23:00:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 23:00:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 23:00:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 23:00:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 23:00:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 23:00:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 23:00:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 23:05:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 23:05:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 23:05:02
Hakuho,1.18,Ura,4.85,2017-07-15 23:05:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 23:05:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 23:05:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 23:05:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 23:05:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 23:05:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 23:05:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 23:05:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 23:05:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 23:05:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 23:05:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 23:05:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 23:05:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 23:10:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 23:10:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 23:10:02
Hakuho,1.18,Ura,4.85,2017-07-15 23:10:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 23:10:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 23:10:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 23:10:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 23:10:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 23:10:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 23:10:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 23:10:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 23:10:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 23:10:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 23:10:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 23:10:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 23:10:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 23:15:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 23:15:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 23:15:03
Hakuho,1.18,Ura,4.85,2017-07-15 23:15:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 23:15:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 23:15:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 23:15:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 23:15:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 23:15:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 23:15:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 23:15:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 23:15:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 23:15:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 23:15:03
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 23:15:03
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 23:15:03
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 23:20:02
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 23:20:02
Daieisho,2.24,Tochiozan,1.65,2017-07-15 23:20:02
Hakuho,1.18,Ura,4.85,2017-07-15 23:20:02
Hokutofuji,2.45,Goeido,1.55,2017-07-15 23:20:02
Ichinojo,1.87,Ishiura,1.93,2017-07-15 23:20:02
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 23:20:02
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 23:20:02
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 23:20:02
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 23:20:02
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 23:20:02
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 23:20:02
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 23:20:02
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 23:20:02
Tokushoryu,1.7,Sokokurai,2.15,2017-07-15 23:20:02
Yoshikaze,2.12,Kotoshogiku,1.72,2017-07-15 23:20:02
Chiyomaru,2.12,Takekaze,1.72,2017-07-15 23:25:03
Chiyotairyu,1.86,Arawashi,1.94,2017-07-15 23:25:03
Daieisho,2.24,Tochiozan,1.65,2017-07-15 23:25:03
Hakuho,1.18,Ura,4.85,2017-07-15 23:25:03
Hokutofuji,2.45,Goeido,1.55,2017-07-15 23:25:03
Ichinojo,1.87,Ishiura,1.93,2017-07-15 23:25:03
Kagayaki,4.7,Harumafuji,1.19,2017-07-15 23:25:03
Nishikigi,2.2,Daishomaru,1.67,2017-07-15 23:25:03
Sadanoumi,2.28,Shohozan,1.63,2017-07-15 23:25:03
Takakeisho,3.78,Mitakeumi,1.27,2017-07-15 23:25:03
Takanoiwa,2.45,Okinoumi,1.55,2017-07-15 23:25:03
Takarafuji,1.58,Kotoyuki,2.38,2017-07-15 23:25:03
Takayasu,1.14,Chiyoshoma,5.7,2017-07-15 23:25:03
Tamawashi,1.53333333333333,Shodai,2.5,2017-07-15 23:25:03
