rikishi1,odds1,rikishi2,odds2,ts
Shodai,1.7,Takarafuji,2.15,2017-05-16 15:00:01
Sokokurai,2.12,Shohozan,1.72,2017-05-16 15:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 15:00:01
Takayasu,1.75,Mitakeumi,2.08,2017-05-16 15:00:01
Tochiozan,1.63,Ikioi,2.29,2017-05-16 15:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 15:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-16 16:00:02
Chiyotairyu,1.8,Kaisei,2.01,2017-05-16 16:00:02
Goeido,1.45,Daieisho,2.76,2017-05-16 16:00:02
Hakuho,1.11,Okinoumi,6.9,2017-05-16 16:00:02
Harumafuji,1.29,Chiyonokuni,3.6,2017-05-16 16:00:02
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-16 16:00:02
Ishiura,1.88,Toyohibiki,1.92,2017-05-16 16:00:02
Kagayaki,1.7,Arawashi,2.15,2017-05-16 16:00:02
Kakuryu,1.43,Yoshikaze,2.85,2017-05-16 16:00:02
Kisenosato,1.51,Endo,2.56,2017-05-16 16:00:02
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-16 16:00:02
Myogiryu,2.12,Daishomaru,1.72,2017-05-16 16:00:02
Onosho,2.15,Yutakayama,1.7,2017-05-16 16:00:02
Shodai,1.7,Takarafuji,2.15,2017-05-16 16:00:02
Sokokurai,2.12,Shohozan,1.72,2017-05-16 16:00:02
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 16:00:02
Takayasu,1.75,Mitakeumi,2.08,2017-05-16 16:00:02
Tochiozan,1.63,Ikioi,2.29,2017-05-16 16:00:02
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 16:00:02
Aoiyama,1.58,Takekaze,2.38,2017-05-16 17:00:02
Chiyotairyu,1.8,Kaisei,2.01,2017-05-16 17:00:02
Goeido,1.45,Daieisho,2.76,2017-05-16 17:00:02
Hakuho,1.11,Okinoumi,6.9,2017-05-16 17:00:02
Harumafuji,1.29,Chiyonokuni,3.6,2017-05-16 17:00:02
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-16 17:00:02
Ishiura,1.88,Toyohibiki,1.92,2017-05-16 17:00:02
Kagayaki,1.7,Arawashi,2.15,2017-05-16 17:00:02
Kakuryu,1.43,Yoshikaze,2.85,2017-05-16 17:00:02
Kisenosato,1.51,Endo,2.56,2017-05-16 17:00:02
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-16 17:00:02
Myogiryu,2.12,Daishomaru,1.72,2017-05-16 17:00:02
Onosho,2.15,Yutakayama,1.7,2017-05-16 17:00:02
Shodai,1.7,Takarafuji,2.15,2017-05-16 17:00:02
Sokokurai,2.12,Shohozan,1.72,2017-05-16 17:00:02
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 17:00:02
Takayasu,1.75,Mitakeumi,2.08,2017-05-16 17:00:02
Tochiozan,1.63,Ikioi,2.29,2017-05-16 17:00:02
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 17:00:02
Aoiyama,1.58,Takekaze,2.38,2017-05-16 18:00:02
Chiyotairyu,1.8,Kaisei,2.01,2017-05-16 18:00:02
Goeido,1.45,Daieisho,2.76,2017-05-16 18:00:02
Hakuho,1.11,Okinoumi,6.9,2017-05-16 18:00:02
Harumafuji,1.29,Chiyonokuni,3.6,2017-05-16 18:00:02
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-16 18:00:02
Ishiura,1.88,Toyohibiki,1.92,2017-05-16 18:00:02
Kagayaki,1.7,Arawashi,2.15,2017-05-16 18:00:02
Kakuryu,1.43,Yoshikaze,2.85,2017-05-16 18:00:02
Kisenosato,1.51,Endo,2.56,2017-05-16 18:00:02
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-16 18:00:02
Myogiryu,2.12,Daishomaru,1.72,2017-05-16 18:00:02
Onosho,2.15,Yutakayama,1.7,2017-05-16 18:00:02
Shodai,1.7,Takarafuji,2.15,2017-05-16 18:00:02
Sokokurai,2.12,Shohozan,1.72,2017-05-16 18:00:02
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 18:00:02
Takayasu,1.75,Mitakeumi,2.08,2017-05-16 18:00:02
Tochiozan,1.63,Ikioi,2.29,2017-05-16 18:00:02
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 18:00:02
Aoiyama,1.58,Takekaze,2.38,2017-05-16 19:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-16 19:00:01
Goeido,1.45,Daieisho,2.76,2017-05-16 19:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-16 19:00:01
Harumafuji,1.29,Chiyonokuni,3.6,2017-05-16 19:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-16 19:00:01
Ishiura,1.88,Toyohibiki,1.92,2017-05-16 19:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-16 19:00:01
Kakuryu,1.43,Yoshikaze,2.85,2017-05-16 19:00:01
Kisenosato,1.5,Endo,2.59,2017-05-16 19:00:01
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-16 19:00:01
Myogiryu,2.15,Daishomaru,1.7,2017-05-16 19:00:01
Onosho,2.15,Yutakayama,1.7,2017-05-16 19:00:01
Shodai,1.7,Takarafuji,2.15,2017-05-16 19:00:01
Sokokurai,2.12,Shohozan,1.72,2017-05-16 19:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 19:00:01
Takayasu,1.74,Mitakeumi,2.09,2017-05-16 19:00:01
Tochiozan,1.63,Ikioi,2.29,2017-05-16 19:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 19:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-16 20:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-16 20:00:01
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-16 20:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-16 20:00:01
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-16 20:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-16 20:00:01
Ishiura,1.8599999999999999,Toyohibiki,1.94,2017-05-16 20:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-16 20:00:01
Kakuryu,1.46,Yoshikaze,2.73,2017-05-16 20:00:01
Kisenosato,1.5,Endo,2.59,2017-05-16 20:00:01
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-16 20:00:01
Myogiryu,2.15,Daishomaru,1.7,2017-05-16 20:00:01
Onosho,2.1,Yutakayama,1.74,2017-05-16 20:00:01
Shodai,1.7,Takarafuji,2.15,2017-05-16 20:00:01
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-16 20:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 20:00:01
Takayasu,1.74,Mitakeumi,2.09,2017-05-16 20:00:01
Tochiozan,1.65,Ikioi,2.24,2017-05-16 20:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 20:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-16 21:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-16 21:00:01
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-16 21:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-16 21:00:01
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-16 21:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-16 21:00:01
Ishiura,1.83,Toyohibiki,1.98,2017-05-16 21:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-16 21:00:01
Kakuryu,1.46,Yoshikaze,2.73,2017-05-16 21:00:01
Kisenosato,1.48,Endo,2.65,2017-05-16 21:00:01
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-16 21:00:01
Myogiryu,2.15,Daishomaru,1.7,2017-05-16 21:00:01
Onosho,2.1,Yutakayama,1.74,2017-05-16 21:00:01
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-16 21:00:01
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-16 21:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 21:00:01
Takayasu,1.71,Mitakeumi,2.1399999999999997,2017-05-16 21:00:01
Tochiozan,1.65,Ikioi,2.24,2017-05-16 21:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 21:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-16 22:00:02
Chiyotairyu,1.8,Kaisei,2.01,2017-05-16 22:00:02
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-16 22:00:02
Hakuho,1.11,Okinoumi,6.9,2017-05-16 22:00:02
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-16 22:00:02
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-16 22:00:02
Ishiura,1.83,Toyohibiki,1.98,2017-05-16 22:00:02
Kagayaki,1.7,Arawashi,2.15,2017-05-16 22:00:02
Kakuryu,1.46,Yoshikaze,2.73,2017-05-16 22:00:02
Kisenosato,1.48,Endo,2.65,2017-05-16 22:00:02
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-16 22:00:02
Myogiryu,2.15,Daishomaru,1.7,2017-05-16 22:00:02
Onosho,2.1,Yutakayama,1.74,2017-05-16 22:00:02
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-16 22:00:02
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-16 22:00:02
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 22:00:02
Takayasu,1.71,Mitakeumi,2.1399999999999997,2017-05-16 22:00:02
Tochiozan,1.65,Ikioi,2.24,2017-05-16 22:00:02
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 22:00:02
Aoiyama,1.58,Takekaze,2.38,2017-05-16 23:00:02
Chiyotairyu,1.8,Kaisei,2.01,2017-05-16 23:00:02
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-16 23:00:02
Hakuho,1.11,Okinoumi,6.9,2017-05-16 23:00:02
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-16 23:00:02
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-16 23:00:02
Ishiura,1.83,Toyohibiki,1.98,2017-05-16 23:00:02
Kagayaki,1.7,Arawashi,2.15,2017-05-16 23:00:02
Kakuryu,1.46,Yoshikaze,2.73,2017-05-16 23:00:02
Kisenosato,1.48,Endo,2.65,2017-05-16 23:00:02
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-16 23:00:02
Myogiryu,2.15,Daishomaru,1.7,2017-05-16 23:00:02
Onosho,2.1,Yutakayama,1.74,2017-05-16 23:00:02
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-16 23:00:02
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-16 23:00:02
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-16 23:00:02
Takayasu,1.71,Mitakeumi,2.1399999999999997,2017-05-16 23:00:02
Tochiozan,1.65,Ikioi,2.24,2017-05-16 23:00:02
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-16 23:00:02
Aoiyama,1.58,Takekaze,2.38,2017-05-17 00:00:02
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 00:00:02
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 00:00:02
Hakuho,1.11,Okinoumi,6.9,2017-05-17 00:00:02
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 00:00:02
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 00:00:02
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 00:00:02
Kagayaki,1.7,Arawashi,2.15,2017-05-17 00:00:02
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 00:00:02
Kisenosato,1.48,Endo,2.65,2017-05-17 00:00:02
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-17 00:00:02
Myogiryu,2.15,Daishomaru,1.7,2017-05-17 00:00:02
Onosho,2.1,Yutakayama,1.74,2017-05-17 00:00:02
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 00:00:02
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 00:00:02
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 00:00:02
Takayasu,1.7,Mitakeumi,2.15,2017-05-17 00:00:02
Tochiozan,1.65,Ikioi,2.24,2017-05-17 00:00:02
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 00:00:02
Aoiyama,1.58,Takekaze,2.38,2017-05-17 01:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 01:00:01
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 01:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-17 01:00:01
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 01:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 01:00:01
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 01:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-17 01:00:01
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 01:00:01
Kisenosato,1.48,Endo,2.65,2017-05-17 01:00:01
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-17 01:00:01
Myogiryu,2.34,Daishomaru,1.6,2017-05-17 01:00:01
Onosho,2.1,Yutakayama,1.74,2017-05-17 01:00:01
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 01:00:01
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 01:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 01:00:01
Takayasu,1.65,Mitakeumi,2.24,2017-05-17 01:00:01
Tochiozan,1.65,Ikioi,2.24,2017-05-17 01:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 01:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-17 02:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 02:00:01
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 02:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-17 02:00:01
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 02:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 02:00:01
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 02:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-17 02:00:01
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 02:00:01
Kisenosato,1.48,Endo,2.65,2017-05-17 02:00:01
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-17 02:00:01
Myogiryu,2.34,Daishomaru,1.6,2017-05-17 02:00:01
Onosho,2.1,Yutakayama,1.74,2017-05-17 02:00:01
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 02:00:01
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 02:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 02:00:01
Takayasu,1.65,Mitakeumi,2.24,2017-05-17 02:00:01
Tochiozan,1.65,Ikioi,2.24,2017-05-17 02:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 02:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-17 03:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 03:00:01
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 03:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-17 03:00:01
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 03:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 03:00:01
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 03:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-17 03:00:01
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 03:00:01
Kisenosato,1.48,Endo,2.65,2017-05-17 03:00:01
Kotoshogiku,2.69,Tamawashi,1.47,2017-05-17 03:00:01
Myogiryu,2.34,Daishomaru,1.6,2017-05-17 03:00:01
Onosho,2.1,Yutakayama,1.74,2017-05-17 03:00:01
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 03:00:01
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 03:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 03:00:01
Takayasu,1.65,Mitakeumi,2.24,2017-05-17 03:00:01
Tochiozan,1.65,Ikioi,2.24,2017-05-17 03:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 03:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-17 04:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 04:00:01
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 04:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-17 04:00:01
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 04:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 04:00:01
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 04:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-17 04:00:01
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 04:00:01
Kisenosato,1.48,Endo,2.65,2017-05-17 04:00:01
Kotoshogiku,2.83,Tamawashi,1.43,2017-05-17 04:00:01
Myogiryu,2.34,Daishomaru,1.6,2017-05-17 04:00:01
Onosho,2.1,Yutakayama,1.74,2017-05-17 04:00:01
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 04:00:01
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 04:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 04:00:01
Takayasu,1.65,Mitakeumi,2.24,2017-05-17 04:00:01
Tochiozan,1.65,Ikioi,2.24,2017-05-17 04:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 04:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-17 05:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 05:00:01
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 05:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-17 05:00:01
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 05:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 05:00:01
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 05:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-17 05:00:01
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 05:00:01
Kisenosato,1.48,Endo,2.65,2017-05-17 05:00:01
Kotoshogiku,2.83,Tamawashi,1.43,2017-05-17 05:00:01
Myogiryu,2.34,Daishomaru,1.6,2017-05-17 05:00:01
Onosho,2.1,Yutakayama,1.74,2017-05-17 05:00:01
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 05:00:01
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 05:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 05:00:01
Takayasu,1.65,Mitakeumi,2.24,2017-05-17 05:00:01
Tochiozan,1.65,Ikioi,2.24,2017-05-17 05:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 05:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-17 06:00:01
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 06:00:01
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 06:00:01
Hakuho,1.11,Okinoumi,6.9,2017-05-17 06:00:01
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 06:00:01
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 06:00:01
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 06:00:01
Kagayaki,1.7,Arawashi,2.15,2017-05-17 06:00:01
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 06:00:01
Kisenosato,1.48,Endo,2.65,2017-05-17 06:00:01
Kotoshogiku,2.83,Tamawashi,1.43,2017-05-17 06:00:01
Myogiryu,2.34,Daishomaru,1.6,2017-05-17 06:00:01
Onosho,2.1,Yutakayama,1.74,2017-05-17 06:00:01
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 06:00:01
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 06:00:01
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 06:00:01
Takayasu,1.65,Mitakeumi,2.24,2017-05-17 06:00:01
Tochiozan,1.65,Ikioi,2.24,2017-05-17 06:00:01
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 06:00:01
Aoiyama,1.58,Takekaze,2.38,2017-05-17 07:00:02
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 07:00:02
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 07:00:02
Hakuho,1.11,Okinoumi,6.9,2017-05-17 07:00:02
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 07:00:02
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 07:00:02
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 07:00:02
Kagayaki,1.7,Arawashi,2.15,2017-05-17 07:00:02
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 07:00:02
Kisenosato,1.48,Endo,2.65,2017-05-17 07:00:02
Kotoshogiku,2.83,Tamawashi,1.43,2017-05-17 07:00:02
Myogiryu,2.34,Daishomaru,1.6,2017-05-17 07:00:02
Onosho,2.1,Yutakayama,1.74,2017-05-17 07:00:02
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 07:00:02
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 07:00:02
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 07:00:02
Takayasu,1.65,Mitakeumi,2.24,2017-05-17 07:00:02
Tochiozan,1.65,Ikioi,2.24,2017-05-17 07:00:02
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 07:00:02
Aoiyama,1.58,Takekaze,2.38,2017-05-17 08:00:02
Chiyotairyu,1.8,Kaisei,2.01,2017-05-17 08:00:02
Goeido,1.44,Daieisho,2.8200000000000003,2017-05-17 08:00:02
Hakuho,1.11,Okinoumi,6.9,2017-05-17 08:00:02
Harumafuji,1.2857142857142856,Chiyonokuni,3.64,2017-05-17 08:00:02
Ichinojo,1.6800000000000002,Takakeisho,2.19,2017-05-17 08:00:02
Ishiura,1.83,Toyohibiki,1.98,2017-05-17 08:00:02
Kagayaki,1.7,Arawashi,2.15,2017-05-17 08:00:02
Kakuryu,1.46,Yoshikaze,2.73,2017-05-17 08:00:02
Kisenosato,1.48,Endo,2.65,2017-05-17 08:00:02
Kotoshogiku,2.83,Tamawashi,1.43,2017-05-17 08:00:02
Myogiryu,2.34,Daishomaru,1.6,2017-05-17 08:00:02
Onosho,2.1,Yutakayama,1.74,2017-05-17 08:00:02
Shodai,1.6800000000000002,Takarafuji,2.19,2017-05-17 08:00:02
Sokokurai,2.1100000000000003,Shohozan,1.7272727272727273,2017-05-17 08:00:02
Takanoiwa,1.96,Hokutofuji,1.8399999999999999,2017-05-17 08:00:02
Takayasu,1.65,Mitakeumi,2.24,2017-05-17 08:00:02
Tochiozan,1.65,Ikioi,2.24,2017-05-17 08:00:02
Tokushoryu,1.6,Kotoyuki,2.34,2017-05-17 08:00:02
Arawashi,1.9,Ishiura,1.9,2017-05-17 12:00:01
Daishomaru,1.7,Yutakayama,2.15,2017-05-17 12:00:01
Goeido,1.4,Chiyonokuni,2.96,2017-05-17 12:00:01
Hakuho,1.3,Mitakeumi,3.52,2017-05-17 12:00:01
Harumafuji,1.1400000000000001,Daieisho,5.7,2017-05-17 12:00:01
Hokutofuji,1.9,Takakeisho,1.9,2017-05-17 12:00:01
Ichinojo,1.45,Kagayaki,2.76,2017-05-17 12:00:01
Ikioi,1.5,Aoiyama,2.59,2017-05-17 12:00:01
Kakuryu,1.33,Okinoumi,3.32,2017-05-17 12:00:01
Kisenosato,1.35,Chiyoshoma,3.2,2017-05-17 12:00:01
Myogiryu,1.75,Onosho,2.08,2017-05-17 12:00:01
Takanoiwa,1.6,Shohozan,2.34,2017-05-17 12:00:01
Takarafuji,1.8,Takekaze,2.01,2017-05-17 12:00:01
Takayasu,1.48,Endo,2.65,2017-05-17 12:00:01
Tamawashi,1.9,Yoshikaze,1.9,2017-05-17 12:00:01
Terunofuji,1.58,Kotoshogiku,2.38,2017-05-17 12:00:01
Tochiozan,1.87,Shodai,1.9300000000000002,2017-05-17 12:00:01
Tokushoryu,2.2,Kaisei,1.67,2017-05-17 12:00:01
Toyohibiki,1.6800000000000002,Chiyotairyu,2.19,2017-05-17 12:00:01
Ura,1.78,Kotoyuki,2.04,2017-05-17 12:00:01
Arawashi,1.9,Ishiura,1.9,2017-05-17 13:00:01
Daishomaru,1.7,Yutakayama,2.15,2017-05-17 13:00:01
Goeido,1.4,Chiyonokuni,2.96,2017-05-17 13:00:01
Hakuho,1.3,Mitakeumi,3.52,2017-05-17 13:00:01
Harumafuji,1.1400000000000001,Daieisho,5.7,2017-05-17 13:00:01
Hokutofuji,1.9,Takakeisho,1.9,2017-05-17 13:00:01
Ichinojo,1.45,Kagayaki,2.76,2017-05-17 13:00:01
Ikioi,1.5,Aoiyama,2.59,2017-05-17 13:00:01
Kakuryu,1.33,Okinoumi,3.32,2017-05-17 13:00:01
Kisenosato,1.3900000000000001,Chiyoshoma,3,2017-05-17 13:00:01
Myogiryu,1.75,Onosho,2.08,2017-05-17 13:00:01
Takanoiwa,1.6,Shohozan,2.34,2017-05-17 13:00:01
Takarafuji,1.8,Takekaze,2.01,2017-05-17 13:00:01
Takayasu,1.48,Endo,2.65,2017-05-17 13:00:01
Tamawashi,2.2199999999999998,Yoshikaze,1.6600000000000001,2017-05-17 13:00:01
Terunofuji,1.58,Kotoshogiku,2.38,2017-05-17 13:00:01
Tochiozan,1.87,Shodai,1.9300000000000002,2017-05-17 13:00:01
Tokushoryu,2.2,Kaisei,1.67,2017-05-17 13:00:01
Toyohibiki,1.6800000000000002,Chiyotairyu,2.19,2017-05-17 13:00:01
Ura,1.78,Kotoyuki,2.04,2017-05-17 13:00:01
Arawashi,1.9,Ishiura,1.9,2017-05-17 14:00:01
Daishomaru,1.7,Yutakayama,2.15,2017-05-17 14:00:01
Goeido,1.4,Chiyonokuni,2.96,2017-05-17 14:00:01
Hakuho,1.3,Mitakeumi,3.52,2017-05-17 14:00:01
Harumafuji,1.1400000000000001,Daieisho,5.7,2017-05-17 14:00:01
Hokutofuji,1.9,Takakeisho,1.9,2017-05-17 14:00:01
Ichinojo,1.45,Kagayaki,2.76,2017-05-17 14:00:01
Ikioi,1.5,Aoiyama,2.59,2017-05-17 14:00:01
Kakuryu,1.33,Okinoumi,3.32,2017-05-17 14:00:01
Kisenosato,1.3900000000000001,Chiyoshoma,3,2017-05-17 14:00:01
Myogiryu,1.75,Onosho,2.08,2017-05-17 14:00:01
Takanoiwa,1.6,Shohozan,2.34,2017-05-17 14:00:01
Takarafuji,1.8,Takekaze,2.01,2017-05-17 14:00:01
Takayasu,1.48,Endo,2.65,2017-05-17 14:00:01
Tamawashi,2.2199999999999998,Yoshikaze,1.6600000000000001,2017-05-17 14:00:01
Terunofuji,1.58,Kotoshogiku,2.38,2017-05-17 14:00:01
