rikishi1,odds1,rikishi2,odds2,ts
Hakuho,1.12,Chiyonokuni,6.4,2017-05-13 22:00:01
Harumafuji,1.4,Kotoshogiku,2.96,2017-05-13 22:00:01
Ichinojo,1.7,Sokokurai,2.15,2017-05-13 22:00:01
Ikioi,1.6,Hokutofuji,2.34,2017-05-13 22:00:01
Kaisei,1.58,Yutakayama,2.3899999999999997,2017-05-13 22:00:01
Kakuryu,1.3900000000000001,Mitakeumi,3,2017-05-13 22:00:01
Kisenosato,1.26,Yoshikaze,3.86,2017-05-13 22:00:01
Kotoyuki,1.7,Toyohibiki,2.15,2017-05-13 22:00:01
Myogiryu,1.58,Chiyotairyu,2.38,2017-05-13 22:00:01
Shodai,1.56,Takekaze,2.4299999999999997,2017-05-13 22:00:01
Shohozan,1.88,Takakeisho,1.92,2017-05-13 22:00:01
Takarafuji,2.34,Aoiyama,1.6,2017-05-13 22:00:01
Takayasu,1.51,Daieisho,2.56,2017-05-13 22:00:01
Tamawashi,1.48,Chiyoshoma,2.65,2017-05-13 22:00:01
Terunofuji,1.48,Endo,2.67,2017-05-13 22:00:01
Tochiozan,1.72,Takanoiwa,2.12,2017-05-13 22:00:01
Tokushoryu,2.08,Ishiura,1.75,2017-05-13 22:00:01
Arawashi,1.8,Ura,2.01,2017-05-13 23:00:01
Daishomaru,1.9,Onosho,1.9,2017-05-13 23:00:01
Goeido,1.34,Okinoumi,3.28,2017-05-13 23:00:01
Hakuho,1.12,Chiyonokuni,6.4,2017-05-13 23:00:01
Harumafuji,1.4,Kotoshogiku,2.96,2017-05-13 23:00:01
Ichinojo,1.7,Sokokurai,2.15,2017-05-13 23:00:01
Ikioi,1.6,Hokutofuji,2.34,2017-05-13 23:00:01
Kaisei,1.58,Yutakayama,2.3899999999999997,2017-05-13 23:00:01
Kakuryu,1.3900000000000001,Mitakeumi,3,2017-05-13 23:00:01
Kisenosato,1.26,Yoshikaze,3.86,2017-05-13 23:00:01
Kotoyuki,1.7,Toyohibiki,2.15,2017-05-13 23:00:01
Myogiryu,1.58,Chiyotairyu,2.38,2017-05-13 23:00:01
Shodai,1.56,Takekaze,2.4299999999999997,2017-05-13 23:00:01
Shohozan,1.88,Takakeisho,1.92,2017-05-13 23:00:01
Takarafuji,2.34,Aoiyama,1.6,2017-05-13 23:00:01
Takayasu,1.51,Daieisho,2.56,2017-05-13 23:00:01
Tamawashi,1.48,Chiyoshoma,2.65,2017-05-13 23:00:01
Terunofuji,1.48,Endo,2.67,2017-05-13 23:00:01
Tochiozan,1.72,Takanoiwa,2.12,2017-05-13 23:00:01
Tokushoryu,2.08,Ishiura,1.75,2017-05-13 23:00:01
Arawashi,1.8,Ura,2.01,2017-05-14 00:00:01
Daishomaru,1.9,Onosho,1.9,2017-05-14 00:00:01
Goeido,1.34,Okinoumi,3.28,2017-05-14 00:00:01
Hakuho,1.12,Chiyonokuni,6.4,2017-05-14 00:00:01
Harumafuji,1.4,Kotoshogiku,2.96,2017-05-14 00:00:01
Ichinojo,1.7,Sokokurai,2.15,2017-05-14 00:00:01
Ikioi,1.6,Hokutofuji,2.34,2017-05-14 00:00:01
Kaisei,1.58,Yutakayama,2.3899999999999997,2017-05-14 00:00:01
Kakuryu,1.3900000000000001,Mitakeumi,3,2017-05-14 00:00:01
Kisenosato,1.26,Yoshikaze,3.86,2017-05-14 00:00:01
Kotoyuki,1.7,Toyohibiki,2.15,2017-05-14 00:00:01
Myogiryu,1.58,Chiyotairyu,2.38,2017-05-14 00:00:01
Shodai,1.56,Takekaze,2.4299999999999997,2017-05-14 00:00:01
Shohozan,1.88,Takakeisho,1.92,2017-05-14 00:00:01
Takarafuji,2.34,Aoiyama,1.6,2017-05-14 00:00:01
Takayasu,1.51,Daieisho,2.56,2017-05-14 00:00:01
Tamawashi,1.48,Chiyoshoma,2.65,2017-05-14 00:00:01
Terunofuji,1.48,Endo,2.67,2017-05-14 00:00:01
Tochiozan,1.72,Takanoiwa,2.12,2017-05-14 00:00:01
Tokushoryu,2.08,Ishiura,1.75,2017-05-14 00:00:01
Arawashi,1.8,Ura,2.01,2017-05-14 01:00:02
Daishomaru,1.9,Onosho,1.9,2017-05-14 01:00:02
Goeido,1.34,Okinoumi,3.28,2017-05-14 01:00:02
Hakuho,1.12,Chiyonokuni,6.4,2017-05-14 01:00:02
Harumafuji,1.4,Kotoshogiku,2.96,2017-05-14 01:00:02
Ichinojo,1.7,Sokokurai,2.15,2017-05-14 01:00:02
Ikioi,1.6,Hokutofuji,2.34,2017-05-14 01:00:02
Kaisei,1.58,Yutakayama,2.3899999999999997,2017-05-14 01:00:02
Kakuryu,1.3900000000000001,Mitakeumi,3,2017-05-14 01:00:02
Kisenosato,1.26,Yoshikaze,3.86,2017-05-14 01:00:02
Kotoyuki,1.7,Toyohibiki,2.15,2017-05-14 01:00:02
Myogiryu,1.58,Chiyotairyu,2.38,2017-05-14 01:00:02
Shodai,1.56,Takekaze,2.4299999999999997,2017-05-14 01:00:02
Shohozan,1.88,Takakeisho,1.92,2017-05-14 01:00:02
Takarafuji,2.34,Aoiyama,1.6,2017-05-14 01:00:02
Takayasu,1.51,Daieisho,2.56,2017-05-14 01:00:02
Tamawashi,1.48,Chiyoshoma,2.65,2017-05-14 01:00:02
Terunofuji,1.48,Endo,2.67,2017-05-14 01:00:02
Tochiozan,1.72,Takanoiwa,2.12,2017-05-14 01:00:02
Tokushoryu,2.08,Ishiura,1.75,2017-05-14 01:00:02
Arawashi,1.8,Ura,2.01,2017-05-14 02:00:01
Daishomaru,1.9,Onosho,1.9,2017-05-14 02:00:01
Goeido,1.34,Okinoumi,3.28,2017-05-14 02:00:01
Hakuho,1.12,Chiyonokuni,6.4,2017-05-14 02:00:01
Harumafuji,1.4,Kotoshogiku,2.96,2017-05-14 02:00:01
Ichinojo,1.7,Sokokurai,2.15,2017-05-14 02:00:01
Ikioi,1.6,Hokutofuji,2.34,2017-05-14 02:00:01
Kaisei,1.58,Yutakayama,2.3899999999999997,2017-05-14 02:00:01
Kakuryu,1.3900000000000001,Mitakeumi,3,2017-05-14 02:00:01
Kisenosato,1.26,Yoshikaze,3.86,2017-05-14 02:00:01
Kotoyuki,1.7,Toyohibiki,2.15,2017-05-14 02:00:01
Myogiryu,1.58,Chiyotairyu,2.38,2017-05-14 02:00:01
Shodai,1.56,Takekaze,2.4299999999999997,2017-05-14 02:00:01
Shohozan,1.88,Takakeisho,1.92,2017-05-14 02:00:01
Takarafuji,2.34,Aoiyama,1.6,2017-05-14 02:00:01
Takayasu,1.51,Daieisho,2.56,2017-05-14 02:00:01
Tamawashi,1.48,Chiyoshoma,2.65,2017-05-14 02:00:01
Terunofuji,1.48,Endo,2.67,2017-05-14 02:00:01
Tochiozan,1.72,Takanoiwa,2.12,2017-05-14 02:00:01
Tokushoryu,2.08,Ishiura,1.75,2017-05-14 02:00:01
Arawashi,1.8,Ura,2.01,2017-05-14 03:00:01
Daishomaru,1.9,Onosho,1.9,2017-05-14 03:00:01
Goeido,1.34,Okinoumi,3.28,2017-05-14 03:00:01
Hakuho,1.12,Chiyonokuni,6.4,2017-05-14 03:00:01
Harumafuji,1.4,Kotoshogiku,2.96,2017-05-14 03:00:01
Ichinojo,1.7,Sokokurai,2.15,2017-05-14 03:00:01
Ikioi,1.6,Hokutofuji,2.34,2017-05-14 03:00:01
Kaisei,1.58,Yutakayama,2.3899999999999997,2017-05-14 03:00:01
Kakuryu,1.3900000000000001,Mitakeumi,3,2017-05-14 03:00:01
Kisenosato,1.26,Yoshikaze,3.86,2017-05-14 03:00:01
Kotoyuki,1.7,Toyohibiki,2.15,2017-05-14 03:00:01
Myogiryu,1.58,Chiyotairyu,2.38,2017-05-14 03:00:01
Shodai,1.56,Takekaze,2.4299999999999997,2017-05-14 03:00:01
Shohozan,1.88,Takakeisho,1.92,2017-05-14 03:00:01
Takarafuji,2.34,Aoiyama,1.6,2017-05-14 03:00:01
Takayasu,1.51,Daieisho,2.56,2017-05-14 03:00:01
Tamawashi,1.48,Chiyoshoma,2.65,2017-05-14 03:00:01
Terunofuji,1.48,Endo,2.67,2017-05-14 03:00:01
Tochiozan,1.72,Takanoiwa,2.12,2017-05-14 03:00:01
Tokushoryu,2.08,Ishiura,1.75,2017-05-14 03:00:01
Arawashi,1.8,Ura,2.01,2017-05-14 04:00:01
Daishomaru,1.9,Onosho,1.9,2017-05-14 04:00:01
Goeido,1.34,Okinoumi,3.28,2017-05-14 04:00:01
Hakuho,1.12,Chiyonokuni,6.4,2017-05-14 04:00:01
Harumafuji,1.4,Kotoshogiku,2.96,2017-05-14 04:00:01
Ichinojo,1.7,Sokokurai,2.15,2017-05-14 04:00:01
Ikioi,1.6,Hokutofuji,2.34,2017-05-14 04:00:01
Kaisei,1.58,Yutakayama,2.3899999999999997,2017-05-14 04:00:01
Kakuryu,1.3900000000000001,Mitakeumi,3,2017-05-14 04:00:01
Kisenosato,1.29,Yoshikaze,3.6,2017-05-14 04:00:01
Kotoyuki,1.7,Toyohibiki,2.15,2017-05-14 04:00:01
Myogiryu,1.58,Chiyotairyu,2.38,2017-05-14 04:00:01
Shodai,1.56,Takekaze,2.4299999999999997,2017-05-14 04:00:01
Shohozan,1.88,Takakeisho,1.92,2017-05-14 04:00:01
Takarafuji,2.34,Aoiyama,1.6,2017-05-14 04:00:01
Takayasu,1.51,Daieisho,2.56,2017-05-14 04:00:01
